event_type,module,timestamp,features.process_name,features.parent_process,features.pid,features.cpu,features.uptime,features.duration,features.filename,features.hash,features.registry_key,features.ip,features.domain,features.asn,features.country,features.score,label
Network Connection,endpoint_monitor,Sun Aug 17 15:30:05 2025,,,13704.0,,,,,,,185.199.109.133,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:09 2025,svchost.exe,,2192.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:30:10 2025,,,13704.0,,,,,,,185.199.109.133,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:13 2025,AsusScreenXpertReunion.exe,,2208.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:30:14 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:30:18 2025,AsusScreenXpertReunion.exe,,2208.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:30:18 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:22 2025,svchost.exe,,2236.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:30:23 2025,,,7352.0,,,,,,,34.194.72.156,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:26 2025,svchost.exe,,2248.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:30:27 2025,,,7352.0,,,,,,,34.194.72.156,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:30 2025,svchost.exe,,2260.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:30:31 2025,,,4712.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:34 2025,Cursor.exe,,2296.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:30:35 2025,,,4712.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:30:38 2025,Cursor.exe,,2296.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:30:39 2025,,,4712.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:42 2025,svchost.exe,,2320.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:30:43 2025,,,4712.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:46 2025,svchost.exe,,2340.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:51 2025,AggregatorHost.exe,,2388.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:30:52 2025,,,16824.0,,,,,,,172.64.155.209,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:55 2025,svchost.exe,,2392.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:30:56 2025,,,16824.0,,,,,,,172.64.155.209,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:30:59 2025,OffloadItemService.exe,,2464.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:31:03 2025,svchost.exe,,2484.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:31:05 2025,,,17724.0,,,,,,,13.89.179.10,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:31:07 2025,svchost.exe,,2548.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:31:09 2025,,,17724.0,,,,,,,13.89.179.10,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:31:11 2025,svchost.exe,,2584.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:31:14 2025,,,17724.0,,,,,,,3.231.121.68,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:31:15 2025,svchost.exe,,2680.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:31:18 2025,,,17724.0,,,,,,,3.231.121.68,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:31:19 2025,svchost.exe,,2692.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:31:22 2025,,,19540.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:31:24 2025,ChatGPT.exe,,2760.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:31:26 2025,,,19540.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:31:28 2025,ChatGPT.exe,,2760.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:31:32 2025,svchost.exe,,2940.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:31:35 2025,,,17724.0,,,,,,,104.18.19.125,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:31:36 2025,backgroundTaskHost.exe,,2972.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:31:39 2025,,,17724.0,,,,,,,104.18.19.125,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:31:40 2025,backgroundTaskHost.exe,,2972.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:31:44 2025,conhost.exe,,3036.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:31:48 2025,,,16824.0,,,,,,,172.64.148.235,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:36:41 2025,System Idle Process,,,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:36:41 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:36:51 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:36:51 2025,System,,4.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:36:59 2025,,,13704.0,,,,,,,64.233.166.188,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:36:59 2025,,,308.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:41:27 2025,System Idle Process,,,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:41:32 2025,,,16824.0,,,,,,,104.18.39.21,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:41:33 2025,System,,4.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:41:36 2025,,,16824.0,,,,,,,104.18.39.21,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:41:37 2025,,,308.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:41:41 2025,Registry,,352.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:41:45 2025,,,16824.0,,,,,,,172.64.155.209,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:41:45 2025,svchost.exe,,976.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:41:49 2025,,,16824.0,,,,,,,172.64.155.209,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:41:49 2025,smss.exe,,996.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:41:54 2025,dwm.exe,,1112.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:41:57 2025,,,9416.0,,,,,,,4.213.25.240,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:41:58 2025,csrss.exe,,1380.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:42:01 2025,,,9416.0,,,,,,,4.213.25.240,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:42:02 2025,wininit.exe,,1484.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:42:05 2025,,,8248.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:42:06 2025,csrss.exe,,1492.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:42:10 2025,,,8248.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:42:10 2025,Microsoft.SharePoint.exe,,1516.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 15:42:14 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 15:42:14 2025,Microsoft.SharePoint.exe,,1516.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 15:42:18 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 15:42:19 2025,winlogon.exe,,1580.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:02:32 2025,System Idle Process,,,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 16:02:32 2025,,,19348.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:02:38 2025,System,,4.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 16:02:38 2025,,,19348.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:02:42 2025,,,308.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:02:46 2025,Registry,,352.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 16:02:46 2025,,,19348.0,,,,,,,104.18.18.125,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:02:50 2025,svchost.exe,,976.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 16:02:50 2025,,,19348.0,,,,,,,104.18.18.125,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:02:54 2025,smss.exe,,996.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 16:02:54 2025,,,16372.0,,,,,,,57.144.149.33,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:02:58 2025,svchost.exe,,1108.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 16:02:59 2025,,,16372.0,,,,,,,57.144.149.33,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:03:02 2025,dwm.exe,,1112.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:03:07 2025,csrss.exe,,1380.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 16:03:07 2025,,,5052.0,,,,,,,162.159.192.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:03:11 2025,wininit.exe,,1484.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 16:03:11 2025,,,5052.0,,,,,,,162.159.192.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:03:15 2025,csrss.exe,,1492.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 16:03:16 2025,,,14832.0,,,,,,,3.85.154.110,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:03:19 2025,Microsoft.SharePoint.exe,,1516.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 16:03:21 2025,,,14832.0,,,,,,,3.85.154.110,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 16:03:23 2025,Microsoft.SharePoint.exe,,1516.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 16:03:25 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:03:27 2025,winlogon.exe,,1580.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 16:03:29 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:03:31 2025,services.exe,,1600.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 16:03:33 2025,,,15268.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 16:03:36 2025,svchost.exe,,1616.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:55:37 2025,System Idle Process,,,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 19:55:42 2025,,,22340.0,,,,,,,172.64.148.235,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:55:43 2025,System,,4.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 19:55:46 2025,,,22340.0,,,,,,,172.64.148.235,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:55:48 2025,,,308.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:55:52 2025,Registry,,352.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 19:55:55 2025,,,5964.0,,,,,,,4.213.25.241,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:55:56 2025,TabTip.exe,,576.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 19:55:59 2025,,,5964.0,,,,,,,4.213.25.241,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:56:00 2025,svchost.exe,,908.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 19:56:03 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 19:56:04 2025,svchost.exe,,908.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 19:56:07 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:56:08 2025,svchost.exe,,976.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:56:12 2025,smss.exe,,996.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 19:56:13 2025,,,22340.0,,,,,,,3.233.158.25,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:56:17 2025,csrss.exe,,1380.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 19:56:17 2025,,,22340.0,,,,,,,3.233.158.25,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:56:21 2025,wininit.exe,,1484.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 19:56:22 2025,,,17388.0,,,,,,,34.226.116.114,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:56:25 2025,conhost.exe,,1520.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 19:56:26 2025,,,17388.0,,,,,,,34.226.116.114,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 19:56:29 2025,conhost.exe,,1520.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 19:56:30 2025,,,18108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:56:33 2025,services.exe,,1600.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 19:56:34 2025,,,18108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:56:37 2025,LsaIso.exe,,1644.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 19:56:40 2025,,,17388.0,,,,,,,3.221.137.92,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 19:56:42 2025,lsass.exe,,1652.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:10:47 2025,NgcIso.exe,,7028.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:10:51 2025,mysqld.exe,,7032.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:10:55 2025,conhost.exe,,7080.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:10:59 2025,conhost.exe,,7100.0,,,,,,,,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 20:11:04 2025,conhost.exe,,7100.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:11:06 2025,,,20432.0,,,,,,,20.72.205.209,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:11:08 2025,Microsoft.SharePoint.exe,,7252.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:11:10 2025,,,20432.0,,,,,,,20.72.205.209,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 20:11:12 2025,Microsoft.SharePoint.exe,,7252.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:11:16 2025,postgres.exe,,7780.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:11:45 2025,System Idle Process,,,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:11:50 2025,,,22340.0,,,,,,,172.64.148.235,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:11:51 2025,System,,4.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:11:54 2025,,,22340.0,,,,,,,172.64.148.235,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:11:55 2025,,,308.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:11:58 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:11:59 2025,python3.12.exe,,312.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:12:02 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 20:12:04 2025,python3.12.exe,,312.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:08 2025,Registry,,352.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:12:11 2025,,,17388.0,,,,,,,20.189.173.8,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:12 2025,TabTip.exe,,576.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:12:15 2025,,,17388.0,,,,,,,20.189.173.8,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:16 2025,svchost.exe,,908.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:12:19 2025,,,20100.0,,,,,,,127.0.0.1,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 20:12:20 2025,svchost.exe,,908.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:12:23 2025,,,20100.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:24 2025,svchost.exe,,976.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:12:27 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:28 2025,smss.exe,,996.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:12:32 2025,,,10108.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:33 2025,csrss.exe,,1380.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:12:36 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:37 2025,wininit.exe,,1484.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:12:40 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:41 2025,services.exe,,1600.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:45 2025,LsaIso.exe,,1644.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:12:48 2025,,,22340.0,,,,,,,104.18.32.47,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:49 2025,lsass.exe,,1652.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:12:53 2025,,,22340.0,,,,,,,104.18.32.47,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:53 2025,svchost.exe,,1680.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:12:57 2025,,,4712.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:12:57 2025,svchost.exe,,1724.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:13:01 2025,,,4712.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:01 2025,svchost.exe,,1732.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:13:05 2025,,,4712.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:06 2025,svchost.exe,,1780.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:13:09 2025,,,4712.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:10 2025,fontdrvhost.exe,,1808.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:13:13 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:14 2025,svchost.exe,,1884.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:13:17 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:18 2025,dwm.exe,,1892.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:22 2025,WUDFCompanionHost.exe,,1904.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:13:26 2025,,,22340.0,,,,,,,104.18.39.21,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:26 2025,svchost.exe,,1916.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:13:30 2025,,,22340.0,,,,,,,104.18.39.21,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:31 2025,svchost.exe,,1976.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:13:34 2025,,,5260.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:35 2025,svchost.exe,,2128.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:13:38 2025,,,5260.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:39 2025,svchost.exe,,2148.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:13:43 2025,,,6876.0,,,,,,,98.85.170.199,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:43 2025,svchost.exe,,2180.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:13:47 2025,,,6876.0,,,,,,,98.85.170.199,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:47 2025,conhost.exe,,2188.0,,,,,,,,,,,,1
Suspicious Parent Process,endpoint_monitor,Sun Aug 17 20:13:51 2025,conhost.exe,,2188.0,,,,,,,,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 20:13:55 2025,conhost.exe,,2188.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:13:56 2025,,,5964.0,,,,,,,4.213.25.241,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:13:59 2025,svchost.exe,,2192.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:14:00 2025,,,5964.0,,,,,,,4.213.25.241,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:04 2025,svchost.exe,,2236.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:08 2025,svchost.exe,,2248.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:14:08 2025,,,18848.0,,,,,,,4.213.25.242,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:12 2025,svchost.exe,,2260.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:14:13 2025,,,18848.0,,,,,,,4.213.25.242,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:16 2025,conhost.exe,,2272.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:14:17 2025,,,20016.0,,,,,,,74.125.206.188,,,,,1
Suspicious Process Modules,endpoint_monitor,Sun Aug 17 20:14:20 2025,conhost.exe,,2272.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:14:21 2025,,,20016.0,,,,,,,74.125.206.188,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:24 2025,svchost.exe,,2320.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:14:25 2025,,,20016.0,,,,,,,173.194.76.188,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:29 2025,svchost.exe,,2340.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:14:29 2025,,,20016.0,,,,,,,173.194.76.188,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:33 2025,AggregatorHost.exe,,2388.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:14:33 2025,,,17388.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:37 2025,svchost.exe,,2392.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:14:37 2025,,,17388.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:41 2025,OffloadItemService.exe,,2464.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:14:42 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:45 2025,svchost.exe,,2484.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:14:46 2025,,,10296.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:49 2025,svchost.exe,,2548.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:14:50 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:54 2025,svchost.exe,,2584.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:14:54 2025,,,7032.0,,,,,,,127.0.0.1,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:14:58 2025,svchost.exe,,2680.0,,,,,,,,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:15:02 2025,svchost.exe,,2692.0,,,,,,,,,,,,1
Network Connection,endpoint_monitor,Sun Aug 17 20:15:03 2025,,,19200.0,,,,,,,20.192.44.80,,,,,1
Process Created,endpoint_monitor,Sun Aug 17 20:15:06 2025,pwsh.exe,,2848.0,,,,,,,,,,,,1
Suspicious Network,endpoint_monitor,Sun Aug 17 20:15:07 2025,,,19200.0,,,,,,,20.192.44.80,,,,,1
